measured_at,station_code,pm25,pm10,o3,co,no2,so2,aqi
2026-08-20T15:00:00,119t,7.9,,23.0,1.2,1.0,2.0,16
2026-08-20T15:00:00,02t,10.9,,,,,,18
2026-08-20T15:00:00,03t,15.3,,,,,,26
2026-08-20T15:00:00,05t,12.0,,,,,,20
2026-08-20T15:00:00,12t,11.8,,,,,,20
2026-08-20T15:00:00,50t,14.6,,,,,,24
2026-08-20T15:00:00,52t,14.4,,,,,,24
2026-08-20T15:00:00,53t,14.3,,,,,,24
2026-08-20T15:00:00,54t,15.1,,,,,,26
2026-08-20T15:00:00,59t,10.4,21.0,36.0,0.7,6.0,,26
2026-08-20T15:00:00,61t,11.0,,,,,,18
2026-08-20T15:00:00,bkp100t,6.3,,,,,,11
2026-08-20T15:00:00,bkp101t,12.3,17.0,,,,,21
2026-08-20T15:00:00,bkp102t,10.1,39.0,,,,,20
2026-08-20T15:00:00,bkp103t,12.2,,,,,,20
2026-08-20T15:00:00,bkp104t,12.8,26.0,,,,,21
2026-08-20T15:00:00,bkp105t,20.8,,,,,,40
2026-08-20T15:00:00,bkp114t,7.8,,,,,,13
2026-08-20T15:00:00,bkp115t,7.8,,,,,,13
2026-08-20T15:00:00,bkp116t,8.0,,,,,,13
2026-08-20T15:00:00,bkp117t,7.2,,,,,,12
2026-08-20T15:00:00,bkp118t,13.1,,,,,,22
2026-08-20T10:00:00,bkp119t,7.7,,,,,,13
2026-08-20T15:00:00,bkp120t,8.9,,,,,,15
2026-08-20T15:00:00,bkp121t,10.3,,,,,,17
2026-08-20T15:00:00,bkp122t,7.0,,,,,,12
2026-08-20T15:00:00,bkp123t,8.7,,,,,,15
2026-08-20T15:00:00,bkp124t,15.2,,,,,,26
2026-08-20T15:00:00,bkp125t,11.6,,,,,,19
2026-08-20T15:00:00,bkp126t,11.7,,,,,,20
2026-08-20T15:00:00,bkp127t,16.7,,,,,,30
2026-08-20T15:00:00,bkp128t,8.3,,,,,,14
2026-08-20T15:00:00,bkp129t,9.0,,,,,,15
2026-08-20T15:00:00,bkp130t,7.4,,,,,,12
2026-08-20T15:00:00,bkp131t,10.8,,,,,,18
2026-08-20T15:00:00,bkp133t,9.9,,,,,,17
2026-08-20T15:00:00,bkp56t,11.6,42.0,,,,,21
2026-08-20T15:00:00,bkp57t,12.9,36.0,,,,,22
2026-08-20T15:00:00,bkp58t,20.2,57.0,,,,,38
2026-08-20T15:00:00,bkp59t,6.8,30.0,,,,,15
2026-08-20T15:00:00,bkp60t,8.6,32.0,,,,,16
2026-08-20T15:00:00,bkp61t,9.2,21.0,,,,,15
2026-08-20T15:00:00,bkp62t,17.9,,,,,,33
2026-08-20T15:00:00,bkp63t,11.9,,,,,,20
2026-08-20T15:00:00,bkp64t,16.9,,,,,,30
2026-08-20T15:00:00,bkp65t,15.0,,,,,,25
2026-08-20T15:00:00,bkp66t,18.6,,,,,,34
2026-08-20T15:00:00,bkp67t,16.4,,,,,,29
2026-08-20T15:00:00,bkp69t,15.2,,,,,,26
2026-08-20T15:00:00,bkp70t,8.4,26.0,,,,,14
2026-08-20T15:00:00,bkp71t,7.9,26.0,,,,,13
2026-08-20T15:00:00,bkp72t,20.9,49.0,,,,,40
2026-08-20T15:00:00,bkp73t,14.6,,,,,,24
2026-08-20T15:00:00,bkp74t,7.4,20.0,,,,,12
2026-08-20T15:00:00,bkp75t,13.9,31.0,,,,,23
2026-08-20T15:00:00,bkp76t,7.5,,,,,,13
2026-08-20T15:00:00,bkp77t,8.1,23.0,,,,,14
2026-08-20T15:00:00,bkp78t,19.4,,,,,,36
2026-08-20T15:00:00,bkp79t,13.8,30.0,,,,,23
2026-08-20T15:00:00,bkp80t,14.5,55.0,,,,,29
2026-08-20T15:00:00,bkp81t,18.9,59.0,,,,,35
2026-08-20T15:00:00,bkp82t,11.6,,,,,,19
2026-08-20T15:00:00,bkp83t,8.7,,,,,,15
2026-08-20T15:00:00,bkp84t,19.6,39.0,,,,,37
2026-08-20T15:00:00,bkp85t,16.2,,,,,,29
2026-08-20T15:00:00,bkp86t,13.5,24.0,,,,,23
2026-08-20T15:00:00,bkp87t,11.1,24.0,,,,,19
2026-08-20T15:00:00,bkp88t,15.7,,,,,,27
2026-08-20T15:00:00,bkp89t,14.9,46.0,,,,,25
2026-08-20T15:00:00,bkp90t,17.5,49.0,,,,,32
2026-08-20T15:00:00,bkp91t,10.9,33.0,,,,,18
2026-08-20T15:00:00,bkp92t,18.0,,,,,,33
2026-08-20T15:00:00,bkp93t,7.8,21.0,,,,,13
2026-08-20T15:00:00,bkp94t,14.3,,,,,,24
2026-08-20T15:00:00,bkp95t,13.5,,,,,,23
2026-08-20T15:00:00,bkp96t,11.1,22.0,,,,,19
2026-08-20T15:00:00,bkp97t,13.4,,,,,,22
2026-08-20T15:00:00,bkp98t,18.2,,,,,,34
2026-08-20T15:00:00,bkp99t,9.5,16.0,,,,,16
2026-08-20T15:00:00,o10,11.2,,,,,,19
2026-08-20T15:00:00,79t,13.7,,,,,,23
2026-08-20T15:00:00,107t,8.5,,20.0,0.2,3.0,17.0,14
2026-08-20T15:00:00,94t,10.2,20.0,,,,,17
2026-08-20T15:00:00,46t,16.3,,,,,,29
2026-08-20T15:00:00,100t,7.1,38.0,17.0,0.0,4.0,0.0,19
2026-08-20T15:00:00,60t,13.1,,,,,,22
2026-08-20T15:00:00,33t,8.0,,,,,,13
2026-08-20T15:00:00,34t,16.2,,,,,,29
2026-08-20T15:00:00,o61,8.9,,,,,,15
2026-08-20T15:00:00,117t,8.7,,14.0,0.2,3.0,1.0,15
2026-08-20T15:00:00,108t,6.8,,22.0,1.9,2.0,2.0,16
2026-08-20T15:00:00,118t,7.4,,7.0,0.7,4.0,0.0,12
2026-08-20T15:00:00,93t,8.4,17.0,,0.1,2.0,0.0,14
2026-08-20T15:00:00,87t,12.0,,,,0.0,,20
2026-08-20T15:00:00,76t,9.9,,,,,,17
2026-08-20T15:00:00,105t,9.5,,20.0,0.3,5.0,1.0,16
2026-08-20T15:00:00,81t,7.5,,,,,,13
2026-08-20T15:00:00,88t,4.2,8.0,,,4.0,,7
2026-08-20T15:00:00,47t,14.2,,,,,,24
2026-08-20T15:00:00,89t,9.0,19.0,,,,,15
2026-08-20T15:00:00,41t,9.6,,,,,,16
2026-08-20T15:00:00,13t,8.0,22.0,27.0,0.4,,,19
2026-08-20T15:00:00,22t,8.6,22.0,,,,,14
2026-08-20T15:00:00,62t,8.6,,,,,,14
2026-08-20T15:00:00,67t,15.0,,,,,,25
2026-08-20T15:00:00,75t,6.7,,,,1.0,9.0,11
2026-08-20T15:00:00,106t,6.7,,15.0,0.3,1.0,0.0,11
2026-08-20T15:00:00,101t,8.4,17.0,,3.2,2.0,1.0,18
2026-08-20T15:00:00,20t,17.4,25.0,,,,,32
2026-08-20T15:00:00,103t,3.3,25.0,,0.2,9.0,0.0,13
2026-08-20T15:00:00,77t,19.7,31.0,,,,,37
2026-08-20T15:00:00,121t,8.8,,13.0,0.1,2.0,1.0,15
2026-08-20T15:00:00,21t,8.6,,,,,,14
2026-08-20T15:00:00,70t,10.7,,,,,,18
2026-08-20T15:00:00,120t,8.6,,26.0,0.5,1.0,1.0,19
2026-08-20T15:00:00,95t,6.3,13.0,,,,,11
2026-08-20T15:00:00,86t,10.6,22.0,,0.9,16.0,,18
2026-08-20T15:00:00,43t,9.3,,,,5.0,,16
2026-08-20T15:00:00,114t,5.7,15.0,21.0,0.4,3.0,1.0,15
2026-08-20T15:00:00,102t,11.2,15.0,,,,1.0,19
2026-08-20T15:00:00,63t,8.5,,,,,,14
2026-08-20T15:00:00,78t,8.3,,,,,,14
2026-08-20T15:00:00,109t,7.8,,19.0,0.1,1.0,3.0,14
2026-08-20T15:00:00,28t,11.9,,,,,,20
2026-08-20T15:00:00,29t,19.6,51.0,,,,,37
2026-08-20T15:00:00,30t,13.0,37.0,19.0,0.1,2.0,4.0,22
2026-08-20T15:00:00,31t,5.0,,,,,,8
2026-08-20T15:00:00,74t,23.0,,,,,,45
2026-08-20T15:00:00,o63,9.0,,,,,,15
2026-08-20T15:00:00,26t,13.5,,,,,,23
2026-08-20T15:00:00,113t,4.4,10.0,28.0,0.0,0.0,0.0,20
2026-08-20T15:00:00,99t,9.4,21.0,21.0,0.2,4.0,3.0,16
2026-08-20T15:00:00,37t,10.4,,,,,,17
2026-08-20T15:00:00,38t,10.1,,23.0,0.3,1.0,2.0,17
2026-08-20T15:00:00,39t,9.9,,,,,,17
2026-08-20T15:00:00,40t,10.2,,,,,,17
2026-08-20T15:00:00,68t,11.0,22.0,,,,,18
2026-08-20T15:00:00,112t,7.0,,19.0,0.0,7.0,0.0,14
2026-08-20T15:00:00,90t,5.2,9.0,,,,,9
2026-08-20T15:00:00,44t,9.6,,,,,,16
2026-08-20T15:00:00,80t,8.9,,,,,,15
2026-08-20T15:00:00,08t,18.0,,,,,,33
2026-08-20T15:00:00,16t,9.4,18.0,,,,,16
2026-08-20T15:00:00,17t,12.5,,,,,,21
2026-08-19T17:00:00,18t,23.4,,,,,,46
2026-08-20T15:00:00,19t,11.9,,,,,,20
2026-08-20T15:00:00,84t,8.8,21.0,,,,,15
2026-08-20T15:00:00,14t,16.9,,14.0,0.3,15.0,2.0,30
2026-08-20T15:00:00,27t,14.2,,,,,,24
2026-08-20T15:00:00,24t,17.1,59.0,,,,,33
2026-08-20T15:00:00,25t,10.4,19.0,,,,,17
2026-08-20T15:00:00,71t,5.2,12.0,12.0,0.0,3.0,10.0,9
2026-08-20T15:00:00,104t,8.2,,25.0,0.1,,,18
2026-08-20T15:00:00,85t,9.7,,,,,,16
2026-08-20T15:00:00,42t,9.1,,,,,,15
2026-08-20T15:00:00,111t,7.2,,21.0,0.1,,,15
2026-08-20T15:00:00,96t,6.9,16.0,,0.8,2.0,1.0,12
2026-08-20T15:00:00,82t,7.6,43.0,,0.3,3.0,,22
2026-08-20T15:00:00,115t,8.3,16.0,16.0,0.2,1.0,1.0,14
2026-08-20T15:00:00,110t,6.7,,26.0,0.2,2.0,0.0,19
2026-08-20T15:00:00,91t,10.5,,,,,,18
2026-08-20T15:00:00,92t,10.1,21.0,,,,,17
2026-08-20T15:00:00,98t,10.5,22.0,20.0,0.3,,0.0,18
2026-08-20T15:00:00,83t,7.6,15.0,,,,,13
2026-08-20T15:00:00,116t,6.3,16.0,27.0,0.1,2.0,1.0,19
2026-08-20T15:00:00,57t,8.4,27.0,,,,,14
2026-08-20T15:00:00,73t,11.1,,,,,,19
2026-08-20T15:00:00,35t,19.8,,,,,,37
2026-08-20T15:00:00,36t,13.3,,,,,,22
2026-08-20T15:00:00,97t,9.2,15.0,15.0,0.0,3.0,3.0,15
2026-08-20T15:00:00,72t,5.4,12.0,,,0.0,,9
2026-08-20T15:00:00,69t,10.5,,,,,,18
2026-08-20T15:00:00,58t,8.4,17.0,,,,,14
